SURVYEAR	LFSSTAT	PROV	SEX	TENURE	UNION	HRLYEARN	EDUC	AGE
1997	Employed,	QU	Female	67	No	25.64	BA or More	30-44
1997	Employed,	QU	Female	22	No	16.75	Some PS	30-44
1997	Employed,	ON	Male	240	NA	NA	BA or More	45-59
1997	Employed,	AL	Female	59	Yes	17	HS Grad	30-44
1997	Employed,	ON	Female	240	No	13.72	HS Grad	45-59
1997	Employed,	QU	Male	240	Yes	28.57	BA or More	45-59
1997	Employed,	ON	Male	82	No	11.78	Some PS	15-29
1997	Unemployed	QU	Female	NA	NA	NA	Some PS	30-44
1997	Employed,	ON	Female	170	Yes	13.89	Some PS	45-59
1997	Employed,	BC	Female	4	Yes	8	HS Dropout	15-29
1997	Employed,	ON	Female	97	No	20.3	BA or More	30-44
1997	Employed,	AL	Male	150	Yes	23	HS Grad	60+
1997	Employed,	ON	Male	240	NA	NA	Some PS	45-59
1997	Employed,	ON	Female	133	No	12.83	BA or More	30-44
1997	Employed,	AL	Male	6	No	4.35	HS Dropout	15-29
1997	Employed,	BC	Male	79	Yes	17.01	BA or More	30-44
1997	Employed,	BC	Female	115	NA	NA	Some PS	45-59
1997	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
1997	Employed,	QU	Female	14	No	7	Some PS	30-44
1997	Employed,	ON	Male	240	Yes	26.56	HS Grad	45-59
1997	Employed,	BC	Female	200	Yes	19.36	Some PS	45-59
1997	Employed,	ON	Male	14	No	9.5	HS Grad	30-44
1997	Employed,	QU	Female	8	No	6.67	HS Dropout	15-29
1997	Employed,	ON	Female	36	No	7	HS Dropout	15-29
1997	Employed,	QU	Male	3	No	9.29	Some PS	15-29
1997	Unemployed	QU	Male	NA	NA	NA	Some PS	45-59
1997	Employed,	BC	Male	27	No	12.54	HS Dropout	15-29
1997	Employed,	ON	Female	91	Yes	12.5	HS Dropout	30-44
1997	Employed,	QU	Female	226	Yes	20.68	BA or More	30-44
1997	Employed,	ON	Female	109	No	21.43	HS Grad	45-59
1997	Employed,	AL	Female	240	Yes	12	HS Grad	45-59
1997	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
1997	Employed,	AL	Male	240	Yes	16.69	Some PS	45-59
1997	Employed,	QU	Female	56	No	28.21	Some PS	30-44
1997	Employed,	AL	Female	240	Yes	22	Some PS	45-59
1997	Employed,	BC	Male	12	Yes	26.9	Some PS	15-29
1997	Employed,	ON	Male	68	NA	NA	Some PS	45-59
1997	Employed,	BC	Female	118	No	11.73	HS Grad	45-59
1997	Employed,	QU	Female	6	No	7.5	HS Grad	15-29
1997	Employed,	ON	Male	23	NA	NA	Some PS	15-29
1997	Employed,	BC	Male	22	No	7.5	HS Dropout	15-29
1997	Employed,	AL	Male	108	NA	NA	Some PS	30-44
1997	Employed,	ON	Male	240	No	7.76	HS Dropout	45-59
1997	Employed,	AL	Male	207	No	18	Some PS	30-44
1997	Employed,	ON	Female	123	Yes	15	Some PS	30-44
1997	Employed,	AL	Male	115	No	14.75	HS Dropout	30-44
1997	Employed,	QU	Female	33	No	6.78	HS Dropout	30-44
1997	Employed,	ON	Female	66	No	11	BA or More	15-29
1997	Employed,	QU	Female	36	NA	NA	Some PS	30-44
1997	Employed,	QU	Male	185	No	22.84	BA or More	45-59
1997	Unemployed	AL	Male	NA	NA	NA	HS Dropout	30-44
1997	Unemployed	ON	Female	NA	NA	NA	HS Grad	30-44
1997	Employed,	ON	Female	8	No	10.68	Some PS	15-29
1997	Employed,	AL	Male	79	No	9	HS Grad	15-29
1997	Employed,	ON	Female	51	No	8	HS Dropout	15-29
1997	Employed,	ON	Male	5	Yes	15.63	BA or More	30-44
1997	Unemployed	ON	Female	NA	NA	NA	BA or More	30-44
1997	Employed,	BC	Male	12	Yes	31	Some PS	30-44
1997	Employed,	AL	Male	193	Yes	19.78	BA or More	30-44
1997	Employed,	ON	Female	106	Yes	13	Some PS	15-29
1997	Employed,	QU	Female	240	Yes	15.49	Some PS	30-44
1997	Employed,	QU	Female	183	No	17.95	Some PS	30-44
1997	Unemployed	ON	Male	NA	NA	NA	HS Dropout	30-44
1997	Employed,	ON	Female	31	No	11	BA or More	30-44
1997	Employed,	BC	Male	14	No	10	Some PS	30-44
1997	Employed,	ON	Female	8	No	14	Some PS	15-29
1997	Employed,	ON	Male	240	NA	NA	BA or More	45-59
1997	Unemployed	QU	Male	NA	NA	NA	HS Dropout	30-44
1997	Employed,	ON	Female	131	No	7.5	BA or More	30-44
1997	Employed,	AL	Female	4	No	5.5	HS Grad	15-29
1997	Employed,	AL	Female	9	NA	NA	Some PS	15-29
1997	Employed,	BC	Male	1	NA	NA	Some PS	45-59
1997	Employed,	BC	Female	161	No	19.12	Some PS	30-44
1997	Employed,	QU	Male	19	No	8.5	Some PS	15-29
1997	Employed,	ON	Male	28	No	12	Some PS	45-59
1997	Employed,	QU	Female	88	No	6.45	HS Dropout	30-44
1997	Employed,	AL	Male	184	No	19.71	HS Grad	30-44
1997	Employed,	ON	Male	119	No	22.36	HS Dropout	30-44
1997	Unemployed	QU	Male	NA	NA	NA	HS Dropout	15-29
1997	Employed,	ON	Male	69	Yes	13	HS Dropout	45-59
1997	Employed,	ON	Female	127	No	25	Some PS	45-59
1997	Employed,	QU	Male	119	NA	NA	Some PS	30-44
1997	Employed,	BC	Male	12	No	12	Some PS	15-29
1997	Employed,	QU	Female	240	Yes	15.4	HS Dropout	45-59
1997	Employed,	ON	Female	14	No	20.24	BA or More	15-29
1997	Employed,	ON	Female	69	Yes	18.22	BA or More	30-44
1997	Employed,	ON	Male	109	No	22	BA or More	30-44
1997	Employed,	QU	Female	137	Yes	26.67	Some PS	30-44
1997	Employed,	ON	Female	3	No	24.8	Some PS	45-59
1997	Employed,	ON	Female	20	No	7.75	Some PS	15-29
1997	Employed,	ON	Male	184	Yes	21	Some PS	30-44
1997	Employed,	BC	Female	9	No	7.69	Some PS	30-44
1997	Employed,	AL	Female	67	No	10	Some PS	30-44
1997	Employed,	ON	Male	111	No	7	Some PS	15-29
1997	Employed,	ON	Male	31	No	25.96	BA or More	30-44
1997	Employed,	ON	Male	26	No	12.82	Some PS	15-29
1997	Unemployed	QU	Female	NA	NA	NA	Some PS	15-29
1997	Employed,	ON	Male	85	No	18.75	HS Grad	30-44
1997	Employed,	ON	Female	221	Yes	20	Some PS	30-44
1997	Employed,	ON	Male	29	No	20.7	Some PS	30-44
1997	Employed,	QU	Male	173	No	10.5	Some PS	30-44
1997	Employed,	ON	Female	4	No	8	Some PS	15-29
1997	Employed,	AL	Female	27	Yes	22	BA or More	30-44
1997	Employed,	QU	Male	19	No	7	HS Grad	15-29
1997	Employed,	ON	Male	193	Yes	26.25	Some PS	45-59
1997	Employed,	QU	Female	77	No	14.48	Some PS	30-44
1997	Unemployed	ON	Female	NA	NA	NA	HS Dropout	30-44
1997	Employed,	ON	Female	39	No	7.15	HS Dropout	30-44
1997	Unemployed	QU	Female	NA	NA	NA	HS Dropout	15-29
1997	Employed,	QU	Male	240	Yes	22.69	Some PS	45-59
1997	Employed,	QU	Male	8	Yes	12.5	BA or More	30-44
1997	Employed,	QU	Female	60	No	7.75	Some PS	30-44
1997	Employed,	BC	Male	58	NA	NA	HS Grad	15-29
1997	Employed,	QU	Male	240	NA	NA	Some PS	60+
1997	Employed,	ON	Female	205	No	11	Some PS	30-44
1997	Employed,	BC	Female	50	No	12	Some PS	45-59
1997	Employed,	ON	Female	9	No	15.13	BA or More	30-44
1997	Employed,	QU	Female	19	No	18	Some PS	30-44
1997	Unemployed	ON	Female	NA	NA	NA	HS Grad	30-44
1997	Unemployed	QU	Female	NA	NA	NA	HS Dropout	15-29
1997	Employed,	QU	Male	38	NA	NA	HS Dropout	15-29
1997	Employed,	ON	Male	240	Yes	22.03	Some PS	30-44
1997	Employed,	ON	Male	240	No	28.85	Some PS	45-59
1997	Employed,	ON	Male	31	No	14	Some PS	15-29
1997	Employed,	BC	Female	1	No	11	Some PS	60+
1997	Employed,	BC	Male	32	No	15	Some PS	15-29
1997	Employed,	QU	Female	214	No	10	BA or More	45-59
1997	Employed,	QU	Female	27	Yes	17.95	HS Grad	45-59
1997	Employed,	QU	Male	219	Yes	19.55	Some PS	45-59
1997	Employed,	QU	Female	18	No	6.7	HS Dropout	15-29
1997	Employed,	QU	Male	44	No	28.85	BA or More	30-44
1997	Employed,	QU	Female	5	No	12.65	BA or More	30-44
1997	Employed,	ON	Male	104	No	16	HS Dropout	60+
1997	Employed,	AL	Male	240	NA	NA	HS Dropout	60+
1997	Employed,	ON	Female	63	NA	NA	HS Grad	30-44
1997	Employed,	ON	Female	12	NA	NA	HS Dropout	30-44
1997	Employed,	QU	Male	83	Yes	18.29	Some PS	30-44
1997	Employed,	ON	Male	70	No	25.64	HS Grad	15-29
1997	Employed,	QU	Male	3	No	11	Some PS	30-44
1997	Employed,	BC	Male	240	Yes	17	HS Grad	60+
1997	Employed,	QU	Female	240	Yes	15.2	Some PS	45-59
1997	Employed,	ON	Female	103	Yes	19.23	HS Grad	30-44
1997	Employed,	BC	Female	113	Yes	19.59	Some PS	45-59
1997	Employed,	QU	Male	118	Yes	14.58	HS Grad	15-29
1997	Employed,	BC	Male	3	No	10	HS Dropout	15-29
1997	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
1997	Employed,	BC	Female	30	No	7	Some PS	15-29
1997	Unemployed	ON	Male	NA	NA	NA	HS Dropout	15-29
1997	Employed,	ON	Male	205	NA	NA	BA or More	45-59
1997	Employed,	QU	Female	226	Yes	14.89	HS Dropout	30-44
1997	Employed,	ON	Male	22	NA	NA	Some PS	60+
1997	Employed,	QU	Female	44	NA	NA	Some PS	15-29
1997	Employed,	ON	Male	41	No	34.62	Some PS	30-44
1997	Employed,	AL	Female	177	No	13.71	HS Grad	30-44
1997	Employed,	QU	Female	23	Yes	22.73	Some PS	15-29
1997	Employed,	ON	Female	27	No	20	BA or More	60+
1997	Employed,	ON	Female	11	No	6.75	BA or More	15-29
1997	Employed,	ON	Male	46	No	18.03	Some PS	30-44
1997	Employed,	BC	Male	28	No	13.5	HS Dropout	15-29
1997	Employed,	BC	Female	1	NA	NA	HS Grad	15-29
1997	Unemployed	BC	Male	NA	NA	NA	HS Dropout	15-29
1997	Employed,	ON	Female	4	No	7.5	Some PS	30-44
1997	Employed,	ON	Male	15	No	7	HS Dropout	15-29
1997	Employed,	AL	Female	48	Yes	10	Some PS	30-44
1997	Employed,	AL	Female	139	Yes	11	Some PS	45-59
1997	Employed,	QU	Male	70	No	26.44	Some PS	30-44
1997	Unemployed	ON	Female	NA	NA	NA	HS Dropout	30-44
1997	Employed,	ON	Male	23	No	8	HS Dropout	15-29
1997	Employed,	ON	Male	78	NA	NA	HS Grad	30-44
1997	Employed,	QU	Male	102	No	9	Some PS	30-44
1997	Employed,	QU	Male	206	NA	NA	Some PS	45-59
1997	Employed,	QU	Male	58	Yes	17.5	HS Dropout	15-29
1997	Employed,	ON	Female	103	No	21.98	BA or More	30-44
1997	Unemployed	QU	Male	NA	NA	NA	HS Grad	15-29
1997	Employed,	AL	Female	3	No	14.99	Some PS	15-29
1997	Employed,	ON	Female	14	No	11.11	HS Grad	45-59
1997	Employed,	QU	Female	1	Yes	27.76	BA or More	15-29
1997	Employed,	QU	Male	152	No	33.65	BA or More	45-59
1997	Employed,	ON	Female	8	No	7.05	Some PS	15-29
1997	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
1997	Employed,	ON	Male	21	NA	NA	Some PS	30-44
1997	Employed,	QU	Female	9	No	6.7	HS Dropout	15-29
1997	Employed,	ON	Male	117	Yes	16.19	Some PS	30-44
1997	Employed,	BC	Female	67	Yes	16.69	BA or More	45-59
1997	Employed,	ON	Female	22	No	9	HS Grad	15-29
1997	Employed,	ON	Female	88	Yes	13.04	HS Grad	30-44
1997	Employed,	ON	Female	135	No	20	Some PS	30-44
1997	Unemployed	AL	Female	NA	NA	NA	Some PS	15-29
1997	Employed,	QU	Male	139	Yes	19.6	HS Grad	30-44
1997	Unemployed	BC	Male	NA	NA	NA	HS Dropout	15-29
1997	Employed,	AL	Male	130	NA	NA	BA or More	45-59
1997	Employed,	QU	Male	8	Yes	15	Some PS	15-29
1997	Employed,	ON	Female	8	NA	NA	Some PS	30-44
1997	Employed,	BC	Male	48	No	19.22	BA or More	30-44
1997	Employed,	ON	Female	3	NA	NA	Some PS	30-44
1997	Employed,	QU	Male	210	No	26.92	Some PS	30-44
1997	Employed,	ON	Female	32	No	19.23	Some PS	30-44
1997	Employed,	ON	Female	240	Yes	14.35	HS Dropout	30-44
1997	Unemployed	ON	Male	NA	NA	NA	HS Dropout	30-44
1997	Employed,	QU	Female	31	No	11.54	Some PS	30-44
1997	Employed,	ON	Female	128	NA	NA	Some PS	30-44
1997	Unemployed	QU	Male	NA	NA	NA	HS Grad	30-44
1997	Employed,	ON	Female	99	NA	NA	BA or More	30-44
1997	Employed,	ON	Male	178	No	12.75	Some PS	30-44
1997	Employed,	BC	Male	35	Yes	18.04	HS Grad	30-44
1997	Employed,	AL	Male	240	NA	NA	HS Dropout	60+
1997	Employed,	AL	Female	207	Yes	16.9	HS Grad	45-59
1997	Employed,	ON	Male	62	No	9	HS Dropout	30-44
1997	Employed,	ON	Female	46	Yes	12.92	HS Dropout	45-59
1997	Employed,	ON	Male	38	No	11	HS Grad	15-29
1997	Employed,	ON	Female	151	No	16.25	HS Dropout	45-59
1997	Employed,	AL	Female	19	No	8.42	Some PS	45-59
1997	Employed,	AL	Female	119	Yes	11.75	Some PS	60+
1997	Employed,	QU	Female	240	Yes	21.07	Some PS	45-59
1997	Employed,	ON	Male	15	No	23	BA or More	30-44
1997	Employed,	AL	Male	224	No	12	HS Dropout	45-59
1997	Employed,	ON	Female	91	No	7	HS Dropout	30-44
1997	Employed,	ON	Male	94	NA	NA	HS Dropout	45-59
1997	Employed,	BC	Female	43	Yes	17.06	HS Grad	30-44
1997	Employed,	QU	Male	238	Yes	16	HS Dropout	45-59
1997	Employed,	AL	Female	38	No	5	Some PS	15-29
1997	Unemployed	QU	Male	NA	NA	NA	Some PS	30-44
1997	Employed,	ON	Female	27	NA	NA	HS Grad	15-29
1997	Unemployed	BC	Female	NA	NA	NA	HS Dropout	45-59
1997	Employed,	BC	Male	145	NA	NA	Some PS	45-59
1997	Employed,	BC	Male	60	NA	NA	BA or More	45-59
1997	Employed,	ON	Female	224	NA	NA	BA or More	60+
1997	Employed,	ON	Male	66	No	3.96	HS Dropout	30-44
1997	Employed,	ON	Male	155	No	17	HS Dropout	30-44
1997	Employed,	ON	Male	47	NA	NA	BA or More	30-44
1997	Employed,	BC	Female	7	Yes	20.66	Some PS	30-44
1997	Employed,	ON	Male	89	No	12	HS Dropout	60+
1997	Employed,	ON	Male	89	No	36.86	BA or More	30-44
1997	Employed,	BC	Male	19	No	6.67	HS Grad	15-29
1997	Employed,	BC	Female	97	NA	NA	BA or More	60+
1997	Employed,	ON	Male	240	No	31.25	BA or More	45-59
1997	Employed,	ON	Male	240	NA	NA	Some PS	45-59
1997	Unemployed	QU	Female	NA	NA	NA	HS Dropout	30-44
1997	Unemployed	QU	Male	NA	NA	NA	BA or More	45-59
1997	Employed,	ON	Female	2	No	7	HS Dropout	15-29
1997	Employed,	BC	Female	240	NA	NA	Some PS	45-59
1997	Employed,	QU	Female	151	Yes	41.38	Some PS	45-59
1997	Employed,	ON	Male	52	No	8.33	Some PS	15-29
1997	Unemployed	ON	Female	NA	NA	NA	BA or More	30-44
1997	Employed,	AL	Male	15	No	15.45	BA or More	45-59
1997	Unemployed	ON	Female	NA	NA	NA	Some PS	45-59
1997	Unemployed	QU	Female	NA	NA	NA	HS Dropout	45-59
1997	Employed,	ON	Male	5	No	18.75	Some PS	30-44
1997	Employed,	BC	Male	178	Yes	19	Some PS	30-44
1997	Employed,	QU	Female	24	Yes	8.6	Some PS	30-44
1997	Employed,	ON	Male	138	NA	NA	Some PS	45-59
1997	Employed,	BC	Female	193	Yes	25.41	HS Grad	30-44
1997	Employed,	ON	Female	163	Yes	27.89	Some PS	30-44
1997	Employed,	ON	Female	97	No	12.75	HS Dropout	30-44
1997	Employed,	QU	Female	7	No	6.85	HS Dropout	15-29
1997	Employed,	BC	Female	10	No	10	HS Grad	15-29
1997	Employed,	ON	Female	169	NA	NA	HS Grad	30-44
1997	Employed,	AL	Male	57	NA	NA	HS Dropout	30-44
1997	Employed,	AL	Female	8	No	5.5	HS Dropout	15-29
1997	Employed,	BC	Male	79	Yes	20	BA or More	45-59
1997	Employed,	ON	Female	3	No	18	BA or More	45-59
1997	Employed,	BC	Female	83	Yes	17.5	HS Grad	15-29
1997	Employed,	ON	Male	5	No	28.85	HS Grad	45-59
1997	Employed,	QU	Female	240	Yes	18	Some PS	45-59
1997	Employed,	BC	Male	1	No	16	Some PS	30-44
1997	Employed,	QU	Male	82	Yes	12	HS Dropout	30-44
1997	Employed,	BC	Female	99	No	16.92	HS Grad	45-59
1997	Employed,	ON	Male	240	NA	NA	Some PS	60+
1997	Employed,	BC	Female	11	Yes	8	Some PS	30-44
1997	Employed,	ON	Male	13	No	9.23	BA or More	15-29
1997	Employed,	BC	Female	179	No	9.5	Some PS	45-59
1997	Employed,	QU	Male	203	No	10.71	Some PS	30-44
1997	Employed,	BC	Male	86	NA	NA	HS Dropout	30-44
1997	Employed,	QU	Female	61	Yes	21.69	BA or More	45-59
1997	Employed,	ON	Female	79	No	22.56	BA or More	45-59
1997	Employed,	QU	Male	82	NA	NA	Some PS	60+
1997	Employed,	BC	Female	158	NA	NA	HS Dropout	60+
1997	Employed,	AL	Male	240	No	38.46	Some PS	45-59
1997	Employed,	ON	Male	31	No	22	BA or More	15-29
1997	Employed,	AL	Female	15	No	10.85	Some PS	30-44
1997	Employed,	ON	Male	3	NA	NA	Some PS	30-44
1997	Employed,	QU	Male	132	NA	NA	HS Dropout	30-44
1997	Employed,	ON	Female	55	NA	NA	HS Dropout	15-29
1997	Unemployed	QU	Female	NA	NA	NA	HS Dropout	15-29
1997	Employed,	BC	Female	15	Yes	14.48	BA or More	15-29
1997	Employed,	ON	Female	72	No	16	Some PS	30-44
1997	Employed,	AL	Female	113	Yes	22.48	Some PS	30-44
1997	Employed,	QU	Female	8	No	12	BA or More	15-29
1997	Employed,	ON	Female	81	No	17.78	BA or More	15-29
1997	Employed,	AL	Male	52	No	11.54	HS Dropout	60+
1997	Employed,	AL	Male	1	No	9.25	Some PS	15-29
1997	Employed,	ON	Female	27	No	34.29	HS Grad	15-29
1997	Employed,	ON	Female	55	NA	NA	HS Grad	30-44
1997	Employed,	ON	Male	102	No	16.41	Some PS	30-44
1997	Employed,	BC	Female	88	No	7	HS Dropout	45-59
1997	Employed,	ON	Female	186	No	10	Some PS	30-44
1997	Employed,	ON	Female	19	No	13.33	HS Grad	30-44
1997	Unemployed	QU	Male	NA	NA	NA	Some PS	15-29
1997	Unemployed	QU	Male	NA	NA	NA	HS Dropout	15-29
1997	Employed,	ON	Male	3	No	14.98	HS Dropout	15-29
1997	Employed,	BC	Female	92	No	18	Some PS	30-44
1997	Employed,	ON	Female	240	No	14.42	HS Dropout	60+
1997	Employed,	ON	Male	240	NA	NA	Some PS	45-59
1997	Employed,	AL	Male	13	No	25	Some PS	30-44
1997	Employed,	AL	Female	115	No	21	Some PS	30-44
1997	Employed,	QU	Male	106	No	11.5	HS Dropout	45-59
1997	Employed,	ON	Male	82	NA	NA	HS Dropout	30-44
1997	Employed,	AL	Male	82	No	21	Some PS	45-59
1997	Employed,	QU	Male	190	NA	NA	BA or More	45-59
1997	Employed,	AL	Female	2	No	9.08	Some PS	30-44
1997	Employed,	ON	Female	17	No	9	HS Dropout	30-44
1997	Employed,	ON	Male	236	Yes	26.44	BA or More	45-59
1997	Employed,	ON	Male	211	Yes	20	Some PS	45-59
1997	Employed,	ON	Female	240	NA	NA	HS Dropout	60+
1997	Employed,	ON	Male	115	Yes	22.71	HS Dropout	30-44
1997	Employed,	QU	Female	11	No	6.7	HS Grad	30-44
1997	Employed,	BC	Female	10	No	15	BA or More	15-29
1997	Unemployed	ON	Male	NA	NA	NA	Some PS	45-59
1997	Employed,	ON	Male	189	Yes	23	Some PS	45-59
1997	Employed,	ON	Male	31	No	7.75	HS Dropout	45-59
1997	Unemployed	QU	Female	NA	NA	NA	HS Dropout	30-44
1997	Employed,	ON	Female	240	NA	NA	HS Grad	45-59
1997	Employed,	ON	Male	48	Yes	13.6	Some PS	30-44
1997	Employed,	QU	Female	36	No	6.75	Some PS	15-29
1997	Employed,	ON	Female	51	No	7.1	Some PS	15-29
1997	Employed,	ON	Male	189	Yes	15	HS Dropout	45-59
1997	Employed,	QU	Female	183	NA	NA	HS Grad	45-59
1997	Employed,	ON	Female	180	Yes	31.12	BA or More	30-44
1997	Employed,	QU	Male	127	NA	NA	BA or More	45-59
1997	Employed,	AL	Female	74	No	8	Some PS	45-59
1997	Employed,	ON	Female	8	No	6.85	HS Dropout	15-29
1997	Employed,	QU	Female	1	No	9	Some PS	15-29
1997	Employed,	ON	Female	90	Yes	9.85	HS Grad	30-44
1997	Employed,	QU	Male	240	Yes	28.02	BA or More	45-59
1997	Employed,	ON	Male	240	No	27.99	Some PS	45-59
1997	Employed,	QU	Male	10	No	20	Some PS	15-29
1997	Employed,	BC	Male	14	No	23.08	Some PS	30-44
1997	Employed,	QU	Female	57	NA	NA	Some PS	30-44
1997	Employed,	ON	Female	27	NA	NA	BA or More	30-44
1997	Employed,	QU	Male	22	No	31.25	Some PS	30-44
1997	Employed,	ON	Male	192	Yes	18	HS Grad	30-44
1997	Employed,	ON	Male	166	No	8.6	HS Grad	45-59
1997	Unemployed	BC	Female	NA	NA	NA	BA or More	30-44
1997	Employed,	ON	Male	65	NA	NA	HS Grad	30-44
1997	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
1997	Unemployed	ON	Female	NA	NA	NA	Some PS	30-44
1997	Employed,	AL	Male	107	Yes	19.66	HS Grad	30-44
1997	Employed,	ON	Male	2	No	12.15	HS Grad	30-44
1997	Employed,	ON	Female	19	Yes	14.9	Some PS	15-29
1997	Employed,	ON	Female	24	No	8.5	Some PS	30-44
1997	Employed,	QU	Male	27	No	15	Some PS	30-44
1997	Unemployed	ON	Female	NA	NA	NA	HS Grad	30-44
1997	Employed,	QU	Male	142	No	11	Some PS	30-44
1997	Employed,	QU	Male	12	No	12	HS Grad	45-59
1997	Employed,	ON	Male	240	No	31.25	HS Dropout	45-59
1997	Employed,	ON	Female	15	NA	NA	Some PS	45-59
1997	Employed,	AL	Female	24	No	12	BA or More	15-29
1997	Employed,	AL	Female	9	No	8.48	Some PS	30-44
1997	Employed,	ON	Female	11	No	28.21	HS Grad	45-59
1997	Employed,	QU	Female	7	No	17	Some PS	30-44
1997	Employed,	AL	Male	16	No	28.85	Some PS	30-44
1997	Employed,	ON	Female	14	No	8.75	HS Grad	30-44
1997	Employed,	QU	Male	240	No	16.83	HS Grad	45-59
1997	Employed,	QU	Female	14	NA	NA	Some PS	30-44
1997	Employed,	ON	Female	151	NA	NA	Some PS	30-44
1997	Employed,	ON	Male	48	NA	NA	BA or More	45-59
1997	Employed,	ON	Female	163	Yes	32.97	BA or More	30-44
1997	Employed,	QU	Male	42	NA	NA	HS Dropout	30-44
1997	Employed,	QU	Female	2	No	11.08	Some PS	30-44
1997	Employed,	ON	Male	240	Yes	14.63	HS Dropout	45-59
1997	Unemployed	BC	Female	NA	NA	NA	Some PS	45-59
1997	Employed,	QU	Male	26	No	26.44	Some PS	45-59
1997	Employed,	ON	Female	240	NA	NA	Some PS	30-44
1997	Employed,	ON	Female	103	Yes	19	HS Grad	15-29
1997	Employed,	QU	Male	89	NA	NA	HS Grad	45-59
1997	Employed,	AL	Male	240	Yes	21.03	Some PS	30-44
1997	Employed,	ON	Female	61	No	9.03	HS Dropout	45-59
1997	Employed,	ON	Female	240	No	16.41	Some PS	30-44
1997	Employed,	ON	Male	27	Yes	15.8	HS Dropout	15-29
1997	Employed,	BC	Male	57	NA	NA	Some PS	30-44
1997	Employed,	BC	Female	82	No	15	HS Grad	45-59
1997	Employed,	ON	Female	43	No	14.36	BA or More	45-59
1997	Unemployed	BC	Female	NA	NA	NA	HS Grad	30-44
1997	Employed,	BC	Female	19	No	9.3	Some PS	30-44
1997	Employed,	ON	Male	133	No	12.78	Some PS	45-59
1997	Employed,	QU	Female	186	NA	NA	BA or More	45-59
1997	Employed,	BC	Female	108	No	21.68	Some PS	45-59
1997	Employed,	ON	Female	6	NA	NA	Some PS	30-44
1997	Employed,	ON	Female	7	No	7.85	HS Dropout	30-44
1997	Employed,	BC	Female	6	Yes	7.5	HS Dropout	15-29
1997	Employed,	ON	Male	44	No	23.08	BA or More	30-44
1997	Employed,	QU	Male	240	NA	NA	Some PS	45-59
1997	Employed,	ON	Female	2	NA	NA	Some PS	15-29
1997	Employed,	ON	Female	32	No	16.35	BA or More	30-44
1997	Employed,	QU	Female	115	No	28.85	Some PS	30-44
1997	Employed,	ON	Female	61	Yes	23.5	BA or More	30-44
1997	Employed,	ON	Female	45	No	8	HS Grad	45-59
1997	Employed,	QU	Female	240	Yes	17.56	Some PS	30-44
1997	Employed,	ON	Female	41	No	8.92	Some PS	30-44
1997	Employed,	QU	Male	22	No	10	HS Dropout	15-29
1997	Employed,	QU	Male	123	Yes	30.22	BA or More	30-44
1997	Employed,	QU	Female	127	Yes	36	BA or More	30-44
1997	Employed,	AL	Male	82	Yes	15	HS Dropout	30-44
1997	Employed,	ON	Female	25	No	9.89	HS Grad	15-29
1997	Employed,	QU	Female	5	No	26.5	Some PS	30-44
1997	Employed,	AL	Male	22	No	9	HS Grad	15-29
1997	Employed,	ON	Female	54	No	12.5	HS Dropout	45-59
1997	Employed,	ON	Female	226	NA	NA	HS Dropout	45-59
1997	Employed,	ON	Female	164	Yes	13.51	Some PS	30-44
1997	Employed,	QU	Male	22	No	15.43	BA or More	15-29
1997	Employed,	AL	Male	240	NA	NA	Some PS	45-59
1997	Employed,	ON	Male	103	NA	NA	BA or More	45-59
1997	Employed,	BC	Male	91	Yes	27.35	BA or More	45-59
1997	Employed,	ON	Male	240	No	27.78	BA or More	45-59
1997	Employed,	ON	Female	240	Yes	14.49	BA or More	45-59
1997	Employed,	AL	Female	126	NA	NA	HS Grad	30-44
1997	Employed,	QU	Male	240	No	15	HS Dropout	45-59
1997	Employed,	ON	Male	7	No	15.46	Some PS	15-29
1997	Unemployed	ON	Male	NA	NA	NA	HS Dropout	45-59
1997	Employed,	ON	Male	119	Yes	13	Some PS	30-44
1997	Employed,	ON	Male	147	Yes	23	BA or More	45-59
1997	Employed,	ON	Female	139	NA	NA	HS Dropout	45-59
1997	Employed,	QU	Female	234	Yes	16.84	Some PS	30-44
1997	Employed,	BC	Male	99	NA	NA	BA or More	45-59
1997	Employed,	ON	Female	174	No	8	Some PS	45-59
1997	Employed,	AL	Male	240	NA	NA	HS Grad	30-44
1997	Unemployed	ON	Male	NA	NA	NA	HS Grad	15-29
1997	Employed,	ON	Female	58	Yes	14.55	Some PS	30-44
1997	Employed,	BC	Female	12	No	9	Some PS	15-29
1997	Employed,	QU	Male	25	No	8.15	Some PS	15-29
1997	Employed,	QU	Male	240	Yes	12.47	Some PS	30-44
1997	Employed,	ON	Female	78	No	7	Some PS	30-44
1997	Employed,	ON	Male	9	No	17.5	Some PS	30-44
1997	Employed,	ON	Male	23	Yes	7	HS Dropout	15-29
1997	Employed,	ON	Female	55	No	7.9	HS Grad	45-59
1997	Employed,	ON	Female	8	Yes	20.88	BA or More	45-59
1997	Employed,	QU	Male	27	No	13.42	BA or More	30-44
1997	Employed,	ON	Male	178	NA	NA	Some PS	60+
1997	Employed,	ON	Male	178	NA	NA	HS Dropout	30-44
