SURVYEAR	LFSSTAT	PROV	AGE	SEX	EDUC	TENURE	UNION	HRLYEARN	HOURS
1997	Employed,	ON	30-44	Female	HS Grad	231	No	17	40
1997	Employed,	ON	30-44	Female	HS Grad	8	No	7.5	42
1997	Employed,	ON	30-44	Female	HS Grad	30	No	11	40
1997	Employed,	ON	30-44	Male	HS Grad	226	No	14.25	40
1997	Employed,	ON	30-44	Female	HS Grad	184	No	14.97	30
1997	Employed,	ON	30-44	Male	HS Grad	7	Yes	18	40
1997	Employed,	ON	30-44	Male	HS Grad	240	No	18	40
1997	Employed,	ON	30-44	Female	HS Grad	1	NA	NA	30
1997	Employed,	ON	30-44	Female	HS Grad	125	No	17.69	37.5
1997	Unemployed	ON	30-44	Male	HS Grad	NA	NA	NA	NA
1997	Unemployed	ON	30-44	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	ON	30-44	Female	HS Grad	222	Yes	14.97	35
1997	Employed,	ON	30-44	Male	HS Grad	161	Yes	18.63	0
1997	Employed,	ON	30-44	Female	HS Grad	19	No	9.23	40
1997	Employed,	ON	30-44	Female	HS Grad	49	No	12.9	10
1997	Employed,	ON	30-44	Female	HS Grad	8	No	10	35
1997	Employed,	ON	30-44	Female	HS Grad	136	No	11.4	40
1997	Employed,	ON	30-44	Female	HS Grad	51	Yes	9.1	35
1997	Employed,	ON	30-44	Male	HS Grad	7	No	16.83	40
1997	Unemployed	ON	30-44	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	ON	30-44	Female	HS Grad	9	No	8.5	35
1997	Employed,	ON	30-44	Male	HS Grad	91	No	16	40
1997	Unemployed	ON	30-44	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	ON	30-44	Female	HS Grad	103	No	8.2	0
1997	Employed,	ON	30-44	Female	HS Grad	21	NA	NA	60
1997	Employed,	ON	30-44	Female	HS Grad	20	No	9	8
1997	Unemployed	ON	30-44	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	ON	30-44	Female	HS Grad	13	Yes	7.75	22
1997	Employed,	ON	30-44	Female	HS Grad	8	No	6	30
1997	Employed,	ON	30-44	Female	HS Grad	6	No	6.85	40
1997	Employed,	ON	30-44	Male	HS Grad	80	Yes	17.79	40
1997	Employed,	ON	30-44	Female	HS Grad	31	Yes	22	48
1997	Unemployed	ON	45-59	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	ON	45-59	Female	HS Grad	56	No	11.6	40
1997	Employed,	ON	45-59	Female	HS Grad	103	No	16.41	0
1997	Employed,	ON	45-59	Male	HS Grad	77	No	14.25	40
1997	Employed,	ON	45-59	Male	HS Grad	236	No	36.06	45
1997	Unemployed	ON	45-59	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	ON	45-59	Female	HS Grad	113	NA	NA	10
1997	Employed,	ON	45-59	Female	HS Grad	46	No	8.45	0
1997	Employed,	ON	45-59	Male	HS Grad	240	No	25	40
1997	Employed,	ON	45-59	Female	HS Grad	240	No	30.44	40
1997	Employed,	ON	45-59	Female	HS Grad	12	No	8.05	30
1997	Employed,	ON	45-59	Female	HS Grad	240	Yes	17.45	37.5
1997	Employed,	ON	45-59	Female	HS Grad	91	No	7.18	0
1997	Employed,	ON	45-59	Female	HS Grad	123	No	11.97	0
1997	Employed,	ON	45-59	Female	HS Grad	2	No	11.63	44
1997	Employed,	ON	45-59	Female	HS Grad	48	No	7.5	40.5
1997	Employed,	ON	45-59	Male	HS Grad	240	Yes	20.5	40
1997	Employed,	ON	45-59	Male	HS Grad	144	No	28.85	46
1997	Employed,	ON	45-59	Female	HS Grad	20	No	7.5	31
1997	Employed,	ON	45-59	Female	HS Grad	240	No	15	0
1997	Employed,	ON	45-59	Female	HS Grad	111	No	9.5	41.5
1997	Employed,	ON	45-59	Female	HS Grad	5	NA	NA	4
1997	Employed,	ON	60+	Female	HS Grad	240	NA	NA	20
1997	Employed,	ON	15-29	Female	Some PS	18	No	6.85	21
1997	Employed,	ON	15-29	Female	Some PS	31	Yes	17	30
1997	Unemployed	ON	15-29	Female	Some PS	NA	NA	NA	NA
1997	Employed,	ON	15-29	Female	Some PS	55	Yes	8.2	0
1997	Employed,	ON	15-29	Female	Some PS	34	No	5	40
1997	Employed,	ON	15-29	Male	Some PS	18	No	7.25	30
1997	Employed,	ON	15-29	Male	Some PS	16	No	15.38	50
1997	Employed,	ON	15-29	Female	Some PS	6	No	9.06	47
1997	Employed,	ON	15-29	Female	Some PS	21	No	8	0
1997	Employed,	ON	15-29	Male	Some PS	26	NA	NA	50
1997	Employed,	ON	15-29	Female	Some PS	15	No	15.93	0
1997	Employed,	ON	15-29	Female	Some PS	54	No	13.9	15
1997	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	15-29	Female	Some PS	23	No	8.35	10
1997	Employed,	ON	15-29	Female	Some PS	6	No	8.5	21
1997	Employed,	ON	15-29	Male	Some PS	5	No	15	30
1997	Employed,	ON	15-29	Male	Some PS	21	No	12	40
1997	Employed,	ON	15-29	Female	Some PS	24	Yes	8.5	53
1997	Unemployed	ON	15-29	Female	Some PS	NA	NA	NA	NA
1997	Employed,	ON	15-29	Female	Some PS	39	No	7	8
1997	Employed,	ON	15-29	Female	Some PS	3	No	6.85	42
1997	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	15-29	Male	Some PS	70	NA	NA	20
1997	Employed,	ON	15-29	Female	Some PS	3	No	10.88	42
1997	Employed,	ON	15-29	Male	Some PS	2	No	8	40
1997	Employed,	ON	15-29	Female	Some PS	6	No	12	22
1997	Employed,	ON	15-29	Male	Some PS	13	No	13.46	40
1997	Employed,	ON	15-29	Female	Some PS	25	No	12	40
1997	Employed,	ON	15-29	Female	Some PS	12	No	10	14
1997	Employed,	ON	15-29	Male	Some PS	5	No	13	40
1997	Employed,	ON	15-29	Male	Some PS	75	NA	NA	45
1997	Employed,	ON	15-29	Male	Some PS	7	NA	NA	50
1997	Employed,	ON	15-29	Male	Some PS	67	No	18	40
1997	Employed,	ON	15-29	Male	Some PS	2	No	18	44
1997	Employed,	ON	15-29	Male	Some PS	10	No	16	40
1997	Employed,	ON	15-29	Female	Some PS	23	No	5.95	12
1997	Employed,	ON	15-29	Female	Some PS	48	No	7.1	16
1997	Employed,	ON	15-29	Male	Some PS	71	No	19.23	43
1997	Employed,	ON	15-29	Male	Some PS	5	Yes	9.64	12
1997	Employed,	ON	15-29	Female	Some PS	15	No	9	40
1997	Employed,	ON	15-29	Male	Some PS	42	No	7.25	20
1997	Employed,	ON	15-29	Male	Some PS	2	No	12	38.5
1997	Employed,	ON	15-29	Female	Some PS	9	Yes	13.24	45
1997	Employed,	ON	15-29	Female	Some PS	75	No	16.83	40
1997	Employed,	ON	15-29	Male	Some PS	6	No	7	16
1997	Employed,	ON	15-29	Female	Some PS	52	Yes	12.9	28
1997	Employed,	ON	15-29	Male	Some PS	4	No	12	40
1997	Employed,	ON	15-29	Female	Some PS	49	NA	NA	40
1997	Employed,	ON	15-29	Female	Some PS	12	No	11	13
1997	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	15-29	Male	Some PS	10	Yes	8.12	40
1997	Unemployed	ON	15-29	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	15-29	Female	Some PS	14	No	9	40
1997	Employed,	ON	15-29	Male	Some PS	3	No	7.69	99
1997	Employed,	ON	30-44	Female	Some PS	39	Yes	13.57	0
1997	Employed,	ON	30-44	Male	Some PS	22	No	12	50
1997	Employed,	ON	30-44	Female	Some PS	240	No	21.54	0
1997	Employed,	ON	30-44	Male	Some PS	99	NA	NA	0
1997	Employed,	ON	30-44	Female	Some PS	103	Yes	25.23	18
1997	Employed,	ON	30-44	Male	Some PS	110	No	30.77	50
1997	Employed,	ON	30-44	Female	Some PS	192	Yes	14.21	37.5
1997	Employed,	ON	30-44	Male	Some PS	72	No	21.63	42
1997	Employed,	ON	30-44	Female	Some PS	127	No	32	0
1997	Employed,	ON	30-44	Male	Some PS	240	Yes	20.64	56
1997	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	30-44	Female	Some PS	46	No	14	49
1997	Employed,	ON	30-44	Female	Some PS	87	Yes	15.25	40
1997	Employed,	ON	30-44	Male	Some PS	95	No	16.25	40
1997	Unemployed	ON	30-44	Female	Some PS	NA	NA	NA	NA
1997	Employed,	ON	30-44	Male	Some PS	63	No	18	2
1997	Employed,	ON	30-44	Male	Some PS	84	No	16.48	35
1997	Employed,	ON	30-44	Male	Some PS	105	Yes	17	40
1997	Employed,	ON	30-44	Male	Some PS	35	No	16.39	45
1997	Employed,	ON	30-44	Male	Some PS	4	No	20.85	42
1997	Employed,	ON	30-44	Female	Some PS	10	No	24.73	35
1997	Employed,	ON	30-44	Male	Some PS	98	No	8	40
1997	Employed,	ON	30-44	Female	Some PS	223	No	12.24	32
1997	Employed,	ON	30-44	Female	Some PS	62	Yes	19.21	47.5
1997	Employed,	ON	30-44	Female	Some PS	15	No	12	64
1997	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
1997	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	30-44	Male	Some PS	21	No	13	8
1997	Employed,	ON	30-44	Female	Some PS	36	No	7.95	0
1997	Employed,	ON	30-44	Female	Some PS	93	No	17.5	40
1997	Employed,	ON	30-44	Female	Some PS	1	No	7.14	46
1997	Employed,	ON	30-44	Female	Some PS	89	No	11.1	35
1997	Employed,	ON	30-44	Female	Some PS	48	NA	NA	41
1997	Employed,	ON	30-44	Female	Some PS	21	No	11.93	18
1997	Employed,	ON	30-44	Male	Some PS	75	No	10	37
1997	Employed,	ON	30-44	Female	Some PS	100	No	28.57	35
1997	Employed,	ON	30-44	Female	Some PS	29	No	10	40
1997	Employed,	ON	30-44	Male	Some PS	71	Yes	24.86	42
1997	Employed,	ON	30-44	Female	Some PS	138	No	10.41	0
1997	Employed,	ON	30-44	Male	Some PS	240	No	23.08	42
1997	Employed,	ON	30-44	Female	Some PS	69	No	16.62	20
1997	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	30-44	Male	Some PS	210	No	24.1	37.5
1997	Employed,	ON	30-44	Male	Some PS	127	No	20.67	40
1997	Employed,	ON	30-44	Female	Some PS	125	No	15.5	22.5
1997	Employed,	ON	30-44	Male	Some PS	103	NA	NA	40
1997	Employed,	ON	30-44	Female	Some PS	201	No	20.49	35
1997	Employed,	ON	30-44	Female	Some PS	223	No	15.38	36
1997	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	30-44	Female	Some PS	30	Yes	12.24	40
1997	Employed,	ON	30-44	Female	Some PS	67	Yes	12.5	40
1997	Employed,	ON	30-44	Male	Some PS	27	No	26.44	40
1997	Employed,	ON	30-44	Male	Some PS	41	NA	NA	50
1997	Employed,	ON	30-44	Male	Some PS	102	Yes	20.9	44
1997	Employed,	ON	30-44	Female	Some PS	69	No	14.97	37.5
1997	Employed,	ON	30-44	Male	Some PS	116	Yes	17.75	37.5
1997	Employed,	ON	30-44	Male	Some PS	95	No	16.59	40
1997	Employed,	ON	30-44	Female	Some PS	46	No	8.5	32
1997	Employed,	ON	30-44	Male	Some PS	227	NA	NA	70
1997	Employed,	ON	30-44	Male	Some PS	117	No	15.3	48
1997	Employed,	ON	30-44	Female	Some PS	207	Yes	18	0
1997	Employed,	ON	30-44	Female	Some PS	83	No	18.68	35
1997	Employed,	ON	30-44	Female	Some PS	96	No	19.23	55
1997	Employed,	ON	30-44	Female	Some PS	18	Yes	22	35
1997	Unemployed	ON	30-44	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	30-44	Female	Some PS	34	NA	NA	50
1997	Employed,	ON	30-44	Male	Some PS	156	Yes	18	40
1997	Employed,	ON	30-44	Male	Some PS	19	No	12	45
1997	Employed,	ON	30-44	Female	Some PS	3	No	15	0
1997	Employed,	ON	30-44	Female	Some PS	2	Yes	8.5	63
1997	Employed,	ON	30-44	Male	Some PS	1	No	17.5	40
1997	Employed,	ON	30-44	Female	Some PS	6	No	12	37.5
1997	Employed,	ON	30-44	Female	Some PS	47	NA	NA	32
1997	Employed,	ON	30-44	Female	Some PS	84	No	7.73	37.5
1997	Employed,	ON	30-44	Female	Some PS	68	No	11.25	40
1997	Employed,	ON	30-44	Male	Some PS	142	Yes	24	37.5
1997	Employed,	ON	30-44	Female	Some PS	124	Yes	20.58	41.5
1997	Employed,	ON	30-44	Female	Some PS	175	No	15	40
1997	Employed,	ON	30-44	Male	Some PS	113	No	19.23	55
1997	Employed,	ON	30-44	Female	Some PS	120	Yes	31.25	0
1997	Employed,	ON	30-44	Female	Some PS	153	No	15.38	0
1997	Employed,	ON	30-44	Male	Some PS	15	No	16	40
1997	Employed,	ON	30-44	Female	Some PS	4	No	6.85	51.5
1997	Employed,	ON	30-44	Female	Some PS	24	Yes	8.05	17
1997	Employed,	ON	30-44	Male	Some PS	207	No	9.78	46
1997	Employed,	ON	30-44	Female	Some PS	18	No	8.14	25
1997	Employed,	ON	30-44	Male	Some PS	111	Yes	21.1	40
1997	Employed,	ON	30-44	Male	Some PS	143	No	25	0
1997	Employed,	ON	45-59	Female	Some PS	74	No	6.85	31
1997	Employed,	ON	45-59	Male	Some PS	240	No	26.44	0
1997	Employed,	ON	45-59	Female	Some PS	188	No	28.72	37.5
1997	Employed,	ON	45-59	Male	Some PS	240	No	23	40
1997	Employed,	ON	45-59	Male	Some PS	10	No	25	48
1997	Employed,	ON	45-59	Male	Some PS	43	Yes	17.31	32
1997	Employed,	ON	45-59	Male	Some PS	46	No	11.28	22.5
1997	Employed,	ON	45-59	Male	Some PS	7	No	21.54	37.5
1997	Employed,	ON	45-59	Male	Some PS	127	Yes	13.81	40
1997	Employed,	ON	45-59	Female	Some PS	75	No	27.97	22
1997	Employed,	ON	45-59	Female	Some PS	103	No	11.25	40
1997	Employed,	ON	45-59	Male	Some PS	32	Yes	12.75	44
1997	Employed,	ON	45-59	Female	Some PS	61	No	16.83	44
1997	Employed,	ON	45-59	Male	Some PS	240	Yes	27.5	44
1997	Employed,	ON	45-59	Female	Some PS	19	No	7	20
1997	Employed,	ON	45-59	Male	Some PS	240	NA	NA	25
1997	Employed,	ON	45-59	Female	Some PS	11	Yes	10.26	40
1997	Employed,	ON	45-59	Female	Some PS	60	No	14.9	40
1997	Employed,	ON	45-59	Female	Some PS	73	No	12.5	40
1997	Employed,	ON	45-59	Female	Some PS	28	No	16.5	35
1997	Employed,	ON	45-59	Male	Some PS	240	No	65.95	11
1997	Employed,	ON	45-59	Male	Some PS	133	No	12.78	0
1997	Employed,	ON	45-59	Male	Some PS	237	Yes	17	0
1997	Employed,	ON	45-59	Female	Some PS	6	No	9	24
1997	Unemployed	ON	45-59	Male	Some PS	NA	NA	NA	NA
1997	Unemployed	ON	45-59	Female	Some PS	NA	NA	NA	NA
1997	Employed,	ON	45-59	Female	Some PS	37	No	11.75	40
1997	Employed,	ON	45-59	Female	Some PS	230	No	19.23	32
1997	Employed,	ON	45-59	Female	Some PS	125	No	19.23	40
1997	Employed,	ON	45-59	Female	Some PS	206	No	23.08	37.5
1997	Employed,	ON	45-59	Male	Some PS	61	NA	NA	45
1997	Employed,	ON	45-59	Male	Some PS	240	No	28.56	36
1997	Employed,	ON	45-59	Male	Some PS	83	No	30.51	37.5
1997	Unemployed	ON	45-59	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	45-59	Female	Some PS	32	No	10	30
1997	Employed,	ON	45-59	Male	Some PS	62	No	30.29	40
1997	Employed,	ON	45-59	Male	Some PS	1	Yes	21	38
1997	Employed,	ON	45-59	Male	Some PS	240	Yes	14	40
1997	Employed,	ON	45-59	Male	Some PS	240	No	14.9	60
1997	Unemployed	ON	45-59	Male	Some PS	NA	NA	NA	NA
1997	Employed,	ON	45-59	Female	Some PS	139	Yes	13.56	34
1997	Employed,	ON	45-59	Female	Some PS	240	No	23.08	12
1997	Employed,	ON	45-59	Male	Some PS	40	No	27	40
1997	Employed,	ON	45-59	Male	Some PS	114	Yes	15.54	40
1997	Employed,	ON	45-59	Male	Some PS	240	Yes	25	0
1997	Employed,	ON	45-59	Male	Some PS	187	No	21.03	37.5
1997	Employed,	ON	45-59	Male	Some PS	205	No	20	0
1997	Employed,	ON	45-59	Male	Some PS	185	Yes	25	40
1997	Employed,	ON	45-59	Male	Some PS	162	NA	NA	40
1997	Employed,	ON	60+	Male	Some PS	240	No	8.75	40
1997	Employed,	ON	60+	Female	Some PS	4	No	8	22
1997	Employed,	ON	60+	Female	Some PS	240	NA	NA	2
1997	Unemployed	ON	15-29	Male	BA or More	NA	NA	NA	NA
1997	Employed,	ON	15-29	Male	BA or More	37	No	9	40
1997	Employed,	ON	15-29	Female	BA or More	14	No	15.38	49.5
1997	Employed,	ON	15-29	Female	BA or More	25	No	12.53	20
1997	Employed,	ON	15-29	Male	BA or More	9	No	11.54	40
1997	Employed,	ON	15-29	Female	BA or More	34	No	20	45
1997	Unemployed	ON	15-29	Female	BA or More	NA	NA	NA	NA
1997	Employed,	ON	15-29	Male	BA or More	9	No	15.75	50
1997	Employed,	ON	15-29	Male	BA or More	2	No	11	28
1997	Employed,	ON	15-29	Female	BA or More	70	No	7.5	16
1997	Employed,	ON	15-29	Female	BA or More	15	No	12	46
1997	Employed,	ON	15-29	Female	BA or More	7	Yes	21.98	0
1997	Employed,	ON	30-44	Male	BA or More	6	No	28.85	50
1997	Employed,	ON	30-44	Male	BA or More	11	No	24	50
1997	Employed,	ON	30-44	Male	BA or More	124	NA	NA	40
1997	Employed,	ON	30-44	Male	BA or More	103	Yes	28	30
1997	Employed,	ON	30-44	Female	BA or More	54	No	14.09	27
1997	Employed,	ON	30-44	Female	BA or More	85	No	30.4	19.5
1997	Employed,	ON	30-44	Female	BA or More	6	No	6.85	35
1997	Employed,	ON	30-44	Female	BA or More	169	No	28.85	40
1997	Employed,	ON	30-44	Male	BA or More	116	NA	NA	55
1997	Employed,	ON	30-44	Female	BA or More	115	Yes	24.29	19
1997	Employed,	ON	30-44	Female	BA or More	113	No	28.57	0
1997	Employed,	ON	30-44	Male	BA or More	128	No	27.69	50
1997	Employed,	ON	30-44	Female	BA or More	43	NA	NA	70
1997	Employed,	ON	30-44	Male	BA or More	180	No	22	40
1997	Employed,	ON	30-44	Female	BA or More	19	No	22.89	42
1997	Employed,	ON	30-44	Female	BA or More	7	No	17.31	40
1997	Employed,	ON	30-44	Male	BA or More	4	NA	NA	30
1997	Employed,	ON	30-44	Male	BA or More	67	NA	NA	60
1997	Employed,	ON	30-44	Male	BA or More	75	No	52.45	54
1997	Employed,	ON	30-44	Male	BA or More	4	No	7.25	15
1997	Employed,	ON	30-44	Female	BA or More	15	No	38.46	50
1997	Employed,	ON	30-44	Male	BA or More	98	No	46.15	37.5
1997	Employed,	ON	30-44	Female	BA or More	11	No	12	43
1997	Employed,	ON	30-44	Female	BA or More	240	Yes	25	0
1997	Employed,	ON	30-44	Male	BA or More	183	No	34.62	50
1997	Employed,	ON	30-44	Female	BA or More	70	Yes	20	16
1997	Employed,	ON	30-44	Male	BA or More	3	No	38.46	60
1997	Unemployed	ON	30-44	Female	BA or More	NA	NA	NA	NA
1997	Employed,	ON	30-44	Male	BA or More	17	No	10.68	45
1997	Employed,	ON	30-44	Female	BA or More	69	Yes	18.65	50
1997	Employed,	ON	30-44	Male	BA or More	7	Yes	19	48
1997	Employed,	ON	30-44	Female	BA or More	222	NA	NA	50
1997	Employed,	ON	30-44	Male	BA or More	75	NA	NA	45
1997	Employed,	ON	30-44	Male	BA or More	140	NA	NA	63
1997	Employed,	ON	30-44	Male	BA or More	46	No	19	30
1997	Employed,	ON	30-44	Female	BA or More	141	No	40.49	38
1997	Employed,	ON	30-44	Male	BA or More	143	No	27.39	36
1997	Employed,	ON	30-44	Male	BA or More	81	Yes	28.21	37.5
1997	Employed,	ON	30-44	Male	BA or More	53	No	22.89	42
1997	Employed,	ON	30-44	Female	BA or More	123	No	27	10
1997	Employed,	ON	30-44	Male	BA or More	99	No	27.5	40
1997	Employed,	ON	30-44	Male	BA or More	93	Yes	27.03	37
1997	Employed,	ON	30-44	Male	BA or More	86	No	38.46	52
1997	Employed,	ON	30-44	Female	BA or More	151	Yes	24.62	0
1997	Employed,	ON	30-44	Male	BA or More	19	NA	NA	57
1997	Employed,	ON	30-44	Male	BA or More	8	No	48.08	60
1997	Employed,	ON	45-59	Male	BA or More	44	NA	NA	40
1997	Employed,	ON	45-59	Female	BA or More	123	No	14.42	16
1997	Employed,	ON	45-59	Male	BA or More	240	NA	NA	62
1997	Employed,	ON	45-59	Female	BA or More	7	No	13	3
1997	Employed,	ON	45-59	Female	BA or More	79	Yes	33.59	0
1997	Employed,	ON	45-59	Female	BA or More	30	No	9	35
1997	Employed,	ON	45-59	Male	BA or More	5	No	23.08	47.5
1997	Employed,	ON	45-59	Female	BA or More	49	NA	NA	0
1997	Employed,	ON	45-59	Female	BA or More	111	Yes	31.83	29
1997	Employed,	ON	45-59	Female	BA or More	127	No	25	0
1997	Employed,	ON	45-59	Male	BA or More	178	NA	NA	50
1997	Employed,	ON	45-59	Male	BA or More	240	No	62.17	35
1997	Employed,	ON	45-59	Male	BA or More	240	Yes	35.71	35
1997	Employed,	ON	45-59	Female	BA or More	78	No	16.48	35
1997	Employed,	ON	45-59	Female	BA or More	67	No	16.25	40
1997	Employed,	ON	45-59	Male	BA or More	19	No	4.62	50
1997	Employed,	ON	45-59	Male	BA or More	14	No	47.12	40
1997	Employed,	ON	45-59	Male	BA or More	139	Yes	28.57	0
1997	Employed,	ON	60+	Female	BA or More	162	Yes	29.12	35
1997	Employed,	ON	60+	Male	BA or More	139	No	12.14	35
1997	Employed,	ON	60+	Female	BA or More	64	No	16.11	38.5
1997	Employed,	ON	60+	Female	BA or More	240	Yes	32.25	0
1997	Employed,	ON	60+	Male	BA or More	240	NA	NA	60
1997	Employed,	QU	15-29	Male	HS Dropout	3	No	6.7	55
1997	Unemployed	QU	15-29	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	15-29	Male	HS Dropout	10	No	11	44
1997	Employed,	QU	15-29	Female	HS Dropout	33	NA	NA	60
1997	Employed,	QU	15-29	Male	HS Dropout	46	No	9	40
1997	Employed,	QU	15-29	Female	HS Dropout	36	No	7	24
1997	Employed,	QU	15-29	Male	HS Dropout	11	No	7	35
1997	Employed,	QU	15-29	Male	HS Dropout	91	No	9.29	30
1997	Unemployed	QU	15-29	Male	HS Dropout	NA	NA	NA	NA
1997	Unemployed	QU	15-29	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	15-29	Male	HS Dropout	27	No	6.7	8
1997	Unemployed	QU	30-44	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	30-44	Male	HS Dropout	12	Yes	12.97	48
1997	Employed,	QU	30-44	Female	HS Dropout	36	NA	NA	20
1997	Unemployed	QU	30-44	Female	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	30-44	Male	HS Dropout	57	No	8.5	0
1997	Employed,	QU	30-44	Female	HS Dropout	14	No	7	20
1997	Employed,	QU	30-44	Male	HS Dropout	150	No	6.88	40
1997	Employed,	QU	30-44	Female	HS Dropout	7	No	6.8	24
1997	Unemployed	QU	30-44	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	30-44	Male	HS Dropout	240	Yes	19.97	45
1997	Employed,	QU	30-44	Male	HS Dropout	171	Yes	17	46
1997	Employed,	QU	30-44	Female	HS Dropout	27	Yes	7.75	35
1997	Employed,	QU	30-44	Female	HS Dropout	106	No	10	38
1997	Employed,	QU	30-44	Female	HS Dropout	240	Yes	15	38
1997	Unemployed	QU	30-44	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	30-44	Female	HS Dropout	91	Yes	8.7	48
1997	Employed,	QU	30-44	Female	HS Dropout	5	No	10	35
1997	Employed,	QU	30-44	Male	HS Dropout	80	NA	NA	50
1997	Employed,	QU	30-44	Female	HS Dropout	18	No	7.55	12
1997	Employed,	QU	45-59	Female	HS Dropout	235	Yes	10.86	35
1997	Employed,	QU	45-59	Female	HS Dropout	79	No	10	12
1997	Employed,	QU	45-59	Male	HS Dropout	174	No	8	58
1997	Unemployed	QU	45-59	Female	HS Dropout	NA	NA	NA	NA
1997	Unemployed	QU	45-59	Female	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	45-59	Male	HS Dropout	240	NA	NA	40
1997	Unemployed	QU	45-59	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	45-59	Male	HS Dropout	34	No	18.94	0
1997	Employed,	QU	45-59	Female	HS Dropout	208	Yes	10	40
1997	Unemployed	QU	45-59	Female	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	45-59	Male	HS Dropout	8	NA	NA	9
1997	Employed,	QU	45-59	Female	HS Dropout	240	Yes	7.81	39
1997	Employed,	QU	45-59	Male	HS Dropout	240	No	14.95	44
1997	Employed,	QU	45-59	Female	HS Dropout	69	NA	NA	60
1997	Employed,	QU	45-59	Male	HS Dropout	1	Yes	22	17
1997	Unemployed	QU	45-59	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	45-59	Male	HS Dropout	193	Yes	13.56	42
1997	Employed,	QU	45-59	Female	HS Dropout	192	NA	NA	15
1997	Employed,	QU	45-59	Male	HS Dropout	240	NA	NA	45
1997	Employed,	QU	45-59	Female	HS Dropout	22	No	6.9	35
1997	Employed,	QU	45-59	Female	HS Dropout	240	Yes	9.38	38
1997	Employed,	QU	45-59	Male	HS Dropout	240	No	22.19	39
1997	Employed,	QU	45-59	Male	HS Dropout	22	No	13	0
1997	Employed,	QU	45-59	Female	HS Dropout	240	No	8.57	35
1997	Employed,	QU	45-59	Male	HS Dropout	88	Yes	23	40
1997	Employed,	QU	45-59	Female	HS Dropout	240	NA	NA	0
1997	Employed,	QU	45-59	Male	HS Dropout	48	NA	NA	0
1997	Unemployed	QU	45-59	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	60+	Male	HS Dropout	144	NA	NA	40
1997	Employed,	QU	60+	Male	HS Dropout	240	Yes	15	44
1997	Employed,	QU	60+	Male	HS Dropout	199	NA	NA	5
1997	Unemployed	QU	60+	Male	HS Dropout	NA	NA	NA	NA
1997	Employed,	QU	60+	Male	HS Dropout	230	No	14	40
1997	Employed,	QU	60+	Male	HS Dropout	211	Yes	23.78	40
1997	Employed,	QU	60+	Male	HS Dropout	230	Yes	19	40
1997	Employed,	QU	15-29	Male	HS Grad	10	Yes	8	11
1997	Unemployed	QU	15-29	Male	HS Grad	NA	NA	NA	NA
1997	Unemployed	QU	15-29	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	QU	15-29	Male	HS Grad	40	Yes	19	40
1997	Unemployed	QU	15-29	Male	HS Grad	NA	NA	NA	NA
1997	Employed,	QU	30-44	Male	HS Grad	142	Yes	20	56
1997	Employed,	QU	30-44	Male	HS Grad	167	Yes	15.38	40
1997	Employed,	QU	30-44	Male	HS Grad	101	NA	NA	12
1997	Employed,	QU	30-44	Male	HS Grad	9	No	9.6	36
1997	Employed,	QU	30-44	Female	HS Grad	34	No	20.7	40
1997	Employed,	QU	30-44	Female	HS Grad	19	No	6.9	30
1997	Employed,	QU	30-44	Female	HS Grad	178	No	13.6	40
1997	Employed,	QU	30-44	Female	HS Grad	135	No	11.06	35
1997	Unemployed	QU	30-44	Female	HS Grad	NA	NA	NA	NA
1997	Employed,	QU	30-44	Female	HS Grad	154	No	8.01	35
1997	Employed,	QU	30-44	Male	HS Grad	240	NA	NA	0
1997	Employed,	QU	30-44	Female	HS Grad	105	Yes	9	37.5
